,CBSA,CBSA Code,Date,AQI,Category,Defining Parameter,Defining Site,Number of Sites Reporting
2305,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-04-25,97,Moderate,Ozone,06-037-6012,19
2306,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-04-26,87,Moderate,Ozone,06-037-9033,19
2307,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-04-27,73,Moderate,PM2.5,06-037-2005,20
2308,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-04-28,66,Moderate,PM2.5,06-037-0016,19
2309,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-04-29,49,Good,PM2.5,06-037-4008,19
2310,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-04-30,50,Good,NO2,06-037-4008,20
2311,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-05-01,54,Moderate,PM2.5,06-037-4008,19
2312,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-05-02,84,Moderate,Ozone,06-037-9033,20
2313,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-05-03,105,Unhealthy for Sensitive Groups,Ozone,06-037-9033,21
2314,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-05-04,100,Moderate,Ozone,06-037-0016,19
2315,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-05-05,64,Moderate,Ozone,06-037-9033,18
2316,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-05-06,46,Good,PM2.5,06-037-4008,20
2317,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-05-07,39,Good,Ozone,06-059-2022,18
2318,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-05-08,42,Good,Ozone,06-037-9033,18
2319,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-05-09,42,Good,Ozone,06-037-9033,20
2320,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-05-10,40,Good,Ozone,06-037-9033,19
2321,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-05-11,48,Good,Ozone,06-037-1201,19
2322,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-05-12,74,Moderate,Ozone,06-037-6012,21
2323,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-05-13,77,Moderate,Ozone,06-037-9033,19
2324,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-05-14,97,Moderate,Ozone,06-037-6012,19
2325,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-05-15,64,Moderate,PM2.5,06-037-0016,21
2326,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-05-16,48,Good,Ozone,06-037-1201,19
2327,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-05-17,52,Moderate,PM2.5,06-037-4008,19
2328,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-05-18,58,Moderate,Ozone,06-037-0002,21
2329,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-05-19,47,Good,Ozone,06-037-5005,19
2330,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-05-20,49,Good,Ozone,06-037-9033,19
2331,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-05-21,48,Good,PM10,06-037-4006,21
2332,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-05-22,44,Good,Ozone,06-059-2022,19
2333,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-05-23,49,Good,PM2.5,06-037-1103,19
2334,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-05-24,50,Good,PM2.5,06-037-4008,21
2335,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-05-25,58,Moderate,Ozone,06-037-6012,19
2336,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-05-26,47,Good,Ozone,06-059-2022,19
2337,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-05-27,48,Good,Ozone,06-037-1201,21
2338,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-05-28,46,Good,PM2.5,06-037-1103,19
2339,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-05-29,67,Moderate,Ozone,06-037-6012,19
2340,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-05-30,87,Moderate,Ozone,06-037-6012,21
2341,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-05-31,90,Moderate,Ozone,06-037-6012,19
2342,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-06-01,64,Moderate,Ozone,06-037-9033,19
2343,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-06-02,61,Moderate,Ozone,06-037-9033,21
2344,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-06-03,67,Moderate,Ozone,06-037-9033,19
2345,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-06-04,90,Moderate,Ozone,06-037-6012,19
2346,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-06-05,143,Unhealthy for Sensitive Groups,Ozone,06-037-6012,20
2347,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-06-06,129,Unhealthy for Sensitive Groups,Ozone,06-037-6012,19
2348,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-06-07,93,Moderate,Ozone,06-037-6012,19
2349,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-06-08,105,Unhealthy for Sensitive Groups,Ozone,06-037-0016,21
2350,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-06-09,151,Unhealthy,Ozone,06-037-0016,19
2351,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-06-10,126,Unhealthy for Sensitive Groups,Ozone,06-037-0016,19
2352,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-06-11,172,Unhealthy,Ozone,06-037-0016,21
2353,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-06-12,200,Unhealthy,Ozone,06-037-6012,19
2354,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-06-13,71,Moderate,Ozone,06-037-6012,19
2355,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-06-14,64,Moderate,Ozone,06-037-6012,21
2356,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-06-15,100,Moderate,Ozone,06-037-6012,19
2357,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-06-16,87,Moderate,Ozone,06-037-6012,19
2358,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-06-17,71,Moderate,Ozone,06-037-9033,21
2359,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-06-18,74,Moderate,Ozone,06-037-9033,19
2360,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-06-19,105,Unhealthy for Sensitive Groups,Ozone,06-037-6012,19
2361,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-06-20,61,Moderate,Ozone,06-037-9033,21
2362,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-06-21,43,Good,Ozone,06-037-9033,19
2363,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-06-22,51,Moderate,Ozone,06-037-6012,19
2364,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-06-23,97,Moderate,Ozone,06-037-6012,21
2365,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-06-24,90,Moderate,Ozone,06-037-9033,19
2366,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-06-25,87,Moderate,Ozone,06-037-9033,19
2367,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-06-26,71,Moderate,Ozone,06-037-6012,20
2368,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-06-27,105,Unhealthy for Sensitive Groups,Ozone,06-037-0016,19
2369,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-06-28,112,Unhealthy for Sensitive Groups,Ozone,06-037-0016,19
2370,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-06-29,112,Unhealthy for Sensitive Groups,Ozone,06-037-0016,21
2371,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-06-30,122,Unhealthy for Sensitive Groups,Ozone,06-037-0016,19
2372,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-07-01,115,Unhealthy for Sensitive Groups,Ozone,06-037-6012,19
2373,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-07-02,129,Unhealthy for Sensitive Groups,Ozone,06-037-6012,21
2374,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-07-03,108,Unhealthy for Sensitive Groups,Ozone,06-037-6012,19
2375,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-07-04,105,Unhealthy for Sensitive Groups,PM2.5,06-059-0007,19
2376,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-07-05,161,Unhealthy,PM2.5,06-037-0016,21
2377,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-07-06,133,Unhealthy for Sensitive Groups,Ozone,06-037-6012,19
2378,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-07-07,87,Moderate,Ozone,06-037-6012,19
2379,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-07-08,67,Moderate,Ozone,06-037-6012,21
2380,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-07-09,93,Moderate,Ozone,06-037-6012,19
2381,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-07-10,122,Unhealthy for Sensitive Groups,Ozone,06-037-6012,19
2382,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-07-11,136,Unhealthy for Sensitive Groups,Ozone,06-037-6012,21
2383,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-07-12,201,Very Unhealthy,Ozone,06-037-6012,19
2384,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-07-13,179,Unhealthy,Ozone,06-037-6012,19
2385,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-07-14,166,Unhealthy,Ozone,06-037-0016,21
2386,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-07-15,177,Unhealthy,Ozone,06-037-0016,19
2387,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-07-16,140,Unhealthy for Sensitive Groups,Ozone,06-037-6012,19
2388,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-07-17,90,Moderate,Ozone,06-037-6012,21
2389,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-07-18,61,Moderate,Ozone,06-037-0016,19
2390,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-07-19,54,Moderate,PM2.5,06-037-0016,19
2391,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-07-20,97,Moderate,Ozone,06-037-0016,21
2392,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-07-21,101,Unhealthy for Sensitive Groups,Ozone,06-037-0016,19
2393,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-07-22,126,Unhealthy for Sensitive Groups,Ozone,06-037-6012,19
2394,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-07-23,161,Unhealthy,Ozone,06-037-0016,20
2395,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-07-24,126,Unhealthy for Sensitive Groups,Ozone,06-037-1201,18
2396,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-07-25,126,Unhealthy for Sensitive Groups,Ozone,06-037-6012,18
2397,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-07-26,140,Unhealthy for Sensitive Groups,Ozone,06-037-6012,21
2398,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-07-27,179,Unhealthy,Ozone,06-037-0016,19
2399,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-07-28,169,Unhealthy,Ozone,06-037-6012,19
2400,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-07-29,190,Unhealthy,Ozone,06-037-6012,21
2401,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-07-30,174,Unhealthy,Ozone,06-037-6012,19
2402,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-07-31,151,Unhealthy,Ozone,06-037-6012,19
2403,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-08-01,126,Unhealthy for Sensitive Groups,Ozone,06-037-6012,20
2404,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-08-02,166,Unhealthy,Ozone,06-037-6012,19
2405,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-08-03,156,Unhealthy,Ozone,06-037-0016,19
2406,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-08-04,169,Unhealthy,Ozone,06-037-0016,21
2407,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-08-05,154,Unhealthy,Ozone,06-037-6012,19
2408,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-08-06,147,Unhealthy for Sensitive Groups,Ozone,06-037-1201,19
2409,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-08-07,156,Unhealthy,Ozone,06-037-6012,21
2410,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-08-08,122,Unhealthy for Sensitive Groups,Ozone,06-037-6012,19
2411,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-08-09,87,Moderate,Ozone,06-037-0016,19
2412,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-08-10,93,Moderate,Ozone,06-037-0016,20
2413,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-08-11,74,Moderate,Ozone,06-037-6012,19
2414,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-08-12,119,Unhealthy for Sensitive Groups,Ozone,06-037-9033,19
2415,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-08-13,140,Unhealthy for Sensitive Groups,Ozone,06-037-0016,21
2416,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-08-14,174,Unhealthy,Ozone,06-037-0016,19
2417,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-08-15,159,Unhealthy,Ozone,06-037-6012,19
2418,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-08-16,105,Unhealthy for Sensitive Groups,Ozone,06-037-9033,21
2419,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-08-17,90,Moderate,Ozone,06-037-0016,19
2420,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-08-18,67,Moderate,Ozone,06-037-0016,19
2421,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-08-19,80,Moderate,Ozone,06-037-0016,21
2422,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-08-20,133,Unhealthy for Sensitive Groups,Ozone,06-037-0016,19
2423,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-08-21,197,Unhealthy,Ozone,06-037-6012,19
2424,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-08-22,151,Unhealthy,Ozone,06-037-6012,21
2425,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-08-23,119,Unhealthy for Sensitive Groups,Ozone,06-037-6012,19
2426,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-08-24,129,Unhealthy for Sensitive Groups,Ozone,06-037-0016,19
2427,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-08-25,101,Unhealthy for Sensitive Groups,Ozone,06-037-0016,21
2428,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-08-26,156,Unhealthy,Ozone,06-037-6012,19
2429,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-08-27,122,Unhealthy for Sensitive Groups,Ozone,06-037-6012,19
2430,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-08-28,90,Moderate,Ozone,06-037-6012,21
2431,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-08-29,105,Unhealthy for Sensitive Groups,Ozone,06-037-0016,19
2432,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-08-30,112,Unhealthy for Sensitive Groups,Ozone,06-037-0016,19
2433,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-08-31,140,Unhealthy for Sensitive Groups,Ozone,06-037-0016,21
2434,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-09-01,190,Unhealthy,Ozone,06-037-0016,19
2435,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-09-02,97,Moderate,Ozone,06-037-6012,19
2436,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-09-03,77,Moderate,Ozone,06-037-0016,21
2437,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-09-04,108,Unhealthy for Sensitive Groups,Ozone,06-037-6012,19
2438,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-09-05,87,Moderate,Ozone,06-037-6012,19
2439,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-09-06,67,Moderate,Ozone,06-037-2005,21
2440,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-09-07,105,Unhealthy for Sensitive Groups,Ozone,06-037-0016,19
2441,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-09-08,67,Moderate,Ozone,06-037-6012,19
2442,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-09-09,97,Moderate,Ozone,06-037-6012,21
2443,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-09-10,53,Moderate,PM2.5,06-037-0016,19
2444,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-09-11,105,Unhealthy for Sensitive Groups,Ozone,06-037-6012,19
2445,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-09-12,115,Unhealthy for Sensitive Groups,Ozone,06-037-2005,21
2446,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-09-13,147,Unhealthy for Sensitive Groups,Ozone,06-059-2022,19
2447,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-09-14,185,Unhealthy,Ozone,06-037-0016,18
2448,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-09-15,133,Unhealthy for Sensitive Groups,Ozone,06-037-0016,20
2449,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-09-16,61,Moderate,PM2.5,06-037-1103,18
2450,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-09-17,80,Moderate,Ozone,06-037-6012,19
2451,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-09-18,80,Moderate,Ozone,06-037-9033,21
2452,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-09-19,46,Good,PM2.5,06-037-0016,19
2453,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-09-20,54,Moderate,Ozone,06-037-1201,19
2454,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-09-21,126,Unhealthy for Sensitive Groups,Ozone,06-037-0016,21
2455,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-09-22,100,Moderate,Ozone,06-037-2005,19
2456,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-09-23,77,Moderate,Ozone,06-037-6012,19
2457,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-09-24,108,Unhealthy for Sensitive Groups,Ozone,06-037-2005,21
2458,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-09-25,129,Unhealthy for Sensitive Groups,Ozone,06-037-6012,19
2459,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-09-26,54,Moderate,PM2.5,06-037-1103,19
2460,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-09-27,42,Good,PM2.5,06-037-0016,21
2461,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-09-28,33,Good,Ozone,06-037-9033,19
2462,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-09-29,46,Good,Ozone,06-037-1201,19
2463,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-09-30,48,Good,Ozone,06-059-2022,20
2464,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-10-01,52,Moderate,NO2,06-037-4008,19
2465,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-10-02,90,Moderate,Ozone,06-059-2022,20
2466,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-10-03,105,Unhealthy for Sensitive Groups,Ozone,06-037-1201,20
2467,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-10-04,100,Moderate,Ozone,06-037-6012,19
2468,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-10-05,164,Unhealthy,Ozone,06-037-0016,19
2469,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-10-06,192,Unhealthy,Ozone,06-037-0016,21
2470,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-10-07,143,Unhealthy for Sensitive Groups,Ozone,06-059-2022,19
2471,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-10-08,87,Moderate,Ozone,06-037-9033,19
2472,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-10-09,74,Moderate,Ozone,06-037-9033,21
2473,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-10-10,69,Moderate,PM10,06-037-9033,19
2474,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-10-11,185,Unhealthy,PM2.5,06-037-1201,19
2475,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-10-12,101,Unhealthy for Sensitive Groups,Ozone,06-037-1201,21
2476,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-10-13,115,Unhealthy for Sensitive Groups,Ozone,06-037-6012,19
2477,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-10-14,87,Moderate,Ozone,06-037-6012,19
2478,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-10-15,80,Moderate,Ozone,06-059-2022,21
2479,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-10-16,89,Moderate,NO2,06-037-4008,19
2480,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-10-17,80,Moderate,PM10,06-037-9033,19
2481,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-10-18,52,Moderate,PM2.5,06-037-0016,21
2482,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-10-19,67,Moderate,Ozone,06-059-2022,19
2483,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-10-20,100,Moderate,Ozone,06-059-2022,19
2484,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-10-21,71,Moderate,Ozone,06-037-2005,21
2485,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-10-22,87,Moderate,Ozone,06-059-2022,19
2486,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-10-23,97,Moderate,Ozone,06-059-2022,19
2487,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-10-24,96,Moderate,NO2,06-037-4008,20
2488,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-10-25,87,Moderate,NO2,06-037-4008,19
2489,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-10-26,84,Moderate,Ozone,06-059-2022,19
2490,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-10-27,64,Moderate,PM10,06-037-9033,21
2491,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-10-28,76,Moderate,PM10,06-059-0007,19
2492,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-10-29,59,Moderate,PM2.5,06-037-4008,19
2493,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-10-30,87,Moderate,PM10,06-059-0007,20
2494,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-10-31,65,Moderate,NO2,06-037-4008,19
2495,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-11-01,62,Moderate,NO2,06-037-4008,19
2496,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-11-02,92,Moderate,PM2.5,06-037-4008,20
2497,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-11-03,97,Moderate,Ozone,06-059-2022,19
2498,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-11-04,97,Moderate,NO2,06-037-4008,19
2499,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-11-05,74,Moderate,Ozone,06-059-2022,20
2500,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-11-06,81,Moderate,PM2.5,06-037-1103,19
2501,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-11-07,121,Unhealthy for Sensitive Groups,PM2.5,06-037-1103,19
2502,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-11-08,82,Moderate,NO2,06-037-4008,21
2503,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-11-09,66,Moderate,PM2.5,06-037-4008,19
2504,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-11-10,73,Moderate,PM2.5,06-037-1103,19
2505,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-11-11,94,Moderate,PM2.5,06-037-1103,21
2506,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-11-12,102,Unhealthy for Sensitive Groups,PM2.5,06-059-0007,19
2507,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-11-13,101,Unhealthy for Sensitive Groups,PM2.5,06-059-0007,19
2508,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-11-14,88,Moderate,PM2.5,06-037-1602,21
2509,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-11-15,76,Moderate,PM2.5,06-037-1103,19
2510,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-11-16,77,Moderate,PM2.5,06-037-4004,19
2511,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-11-17,68,Moderate,PM2.5,06-037-4008,21
2512,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-11-18,67,Moderate,NO2,06-037-4008,19
2513,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-11-19,74,Moderate,NO2,06-037-4008,19
2514,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-11-20,41,Good,Ozone,06-059-2022,21
2515,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-11-21,47,Good,PM2.5,06-037-1201,19
2516,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-11-22,56,Moderate,PM2.5,06-037-4008,19
2517,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-11-23,76,Moderate,PM2.5,06-037-4008,21
2518,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-11-24,109,Unhealthy for Sensitive Groups,PM2.5,06-037-4008,19
2519,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-11-25,103,Unhealthy for Sensitive Groups,PM10,06-037-9033,19
2520,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-11-26,106,Unhealthy for Sensitive Groups,PM10,06-037-9033,21
2521,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-11-27,65,Moderate,PM2.5,06-037-4008,19
2522,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-11-28,52,Moderate,PM2.5,06-037-1201,19
2523,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-11-29,66,Moderate,PM2.5,06-037-4008,21
2524,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-11-30,76,Moderate,PM2.5,06-037-4008,19
2525,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-12-01,60,Moderate,PM2.5,06-037-1201,19
2526,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-12-02,67,Moderate,PM2.5,06-037-4008,21
2527,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-12-03,88,Moderate,PM2.5,06-037-4008,19
2528,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-12-04,57,Moderate,PM2.5,06-037-1201,19
2529,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-12-05,56,Moderate,PM2.5,06-037-1201,20
2530,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-12-06,64,Moderate,PM2.5,06-037-4008,19
2531,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-12-07,52,Moderate,PM2.5,06-037-1201,19
2532,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-12-08,52,Moderate,PM2.5,06-037-4008,21
2533,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-12-09,125,Unhealthy for Sensitive Groups,PM2.5,06-037-4008,19
2534,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-12-10,61,Moderate,PM2.5,06-037-1201,19
2535,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-12-11,70,Moderate,PM2.5,06-037-4008,21
2536,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-12-12,81,Moderate,PM2.5,06-037-1103,19
2537,"Los Angeles-Long Beach-Anaheim, CA",31080,2019-12-13,96,Moderate,PM2.5,06-037-1103,19
