,CBSA,CBSA Code,Date,AQI,Category,Defining Parameter,Defining Site,Number of Sites Reporting
666,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-10-29,84,Moderate,Ozone,06-037-1201,20
667,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-10-30,71,Moderate,Ozone,06-037-9033,19
668,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-10-31,66,Moderate,PM2.5,06-037-1201,19
669,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-11-01,53,Moderate,PM2.5,06-037-1201,19
670,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-11-02,95,Moderate,NO2,06-037-4006,18
671,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-11-03,48,Good,PM2.5,06-059-0007,19
672,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-11-04,64,Moderate,NO2,06-037-5005,20
673,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-11-05,86,Moderate,NO2,06-037-5005,19
674,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-11-06,75,Moderate,PM2.5,06-037-1103,18
675,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-11-07,58,Moderate,NO2,06-059-0008,21
676,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-11-08,82,Moderate,NO2,06-037-4006,20
677,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-11-09,97,Moderate,Ozone,06-037-9033,20
678,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-11-10,89,Moderate,PM2.5,06-037-1201,21
679,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-11-11,62,Moderate,PM2.5,06-037-1201,20
680,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-11-12,52,Moderate,PM2.5,06-037-1201,20
681,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-11-13,59,Moderate,PM2.5,06-037-1103,21
682,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-11-14,69,Moderate,PM2.5,06-037-1103,19
683,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-11-15,64,Moderate,PM2.5,06-037-1103,19
684,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-11-16,71,Moderate,PM10,06-059-0007,20
685,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-11-17,49,Good,NO2,06-037-1103,18
686,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-11-18,47,Good,NO2,06-037-1602,18
687,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-11-19,56,Moderate,PM2.5,06-037-1103,19
688,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-11-20,57,Moderate,PM2.5,06-037-1201,18
689,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-11-21,48,Good,PM2.5,06-037-0016,19
690,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-11-22,63,Moderate,PM10,06-037-9033,20
691,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-11-23,55,Moderate,PM2.5,06-037-1103,19
692,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-11-24,67,Moderate,NO2,06-037-4006,19
693,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-11-25,54,Moderate,NO2,06-037-4006,20
694,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-11-26,87,Moderate,NO2,06-037-4006,19
695,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-11-27,58,Moderate,PM2.5,06-037-4004,19
696,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-11-28,91,Moderate,PM2.5,06-037-1302,21
697,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-11-29,69,Moderate,PM2.5,06-037-1103,20
698,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-11-30,54,Moderate,PM2.5,06-037-1103,20
699,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-12-01,94,Moderate,PM2.5,06-037-2005,21
700,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-12-02,103,Unhealthy for Sensitive Groups,NO2,06-037-4006,20
701,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-12-03,40,Good,PM2.5,06-059-0007,20
702,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-12-04,48,Good,PM2.5,06-037-0016,20
703,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-12-05,74,Moderate,PM2.5,06-059-0007,19
704,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-12-06,72,Moderate,PM2.5,06-059-0007,19
705,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-12-07,75,Moderate,PM2.5,06-059-0007,20
706,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-12-08,62,Moderate,PM2.5,06-059-0007,19
707,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-12-09,65,Moderate,PM2.5,06-059-0007,19
708,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-12-10,89,Moderate,PM2.5,06-037-1103,20
709,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-12-11,85,Moderate,PM2.5,06-037-1103,20
710,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-12-12,44,Good,Ozone,06-037-9033,20
711,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-12-13,58,Moderate,PM2.5,06-037-1103,21
712,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-12-14,64,Moderate,PM2.5,06-059-0007,20
713,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-12-15,70,Moderate,PM2.5,06-037-4004,20
714,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-12-16,62,Moderate,PM2.5,06-037-1103,21
715,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-12-17,43,Good,PM2.5,06-037-1103,20
716,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-12-18,72,Moderate,PM2.5,06-037-1201,20
717,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-12-19,71,Moderate,PM2.5,06-037-1201,21
718,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-12-20,88,Moderate,PM2.5,06-037-1103,20
719,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-12-21,114,Unhealthy for Sensitive Groups,PM2.5,06-037-1103,20
720,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-12-22,104,Unhealthy for Sensitive Groups,PM2.5,06-059-0007,21
721,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-12-23,79,Moderate,PM2.5,06-059-0007,20
722,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-12-24,65,Moderate,PM2.5,06-037-1201,20
723,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-12-25,51,Moderate,PM2.5,06-059-0007,20
724,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-12-26,41,Good,NO2,06-037-1103,20
725,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-12-27,53,Moderate,PM2.5,06-037-4004,19
726,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-12-28,80,Moderate,PM2.5,06-037-1201,20
727,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-12-29,97,Moderate,PM2.5,06-037-1201,19
728,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-12-30,72,Moderate,PM2.5,06-037-1201,19
729,"Los Angeles-Long Beach-Anaheim, CA",31080,2014-12-31,89,Moderate,PM2.5,06-037-1302,20
730,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-01-01,156,Unhealthy,PM2.5,06-037-1201,21
731,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-01-02,105,Unhealthy for Sensitive Groups,PM2.5,06-037-1201,21
732,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-01-03,106,Unhealthy for Sensitive Groups,PM2.5,06-037-1201,22
733,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-01-04,107,Unhealthy for Sensitive Groups,PM2.5,06-037-4004,21
734,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-01-05,73,Moderate,PM2.5,06-059-0007,21
735,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-01-06,63,Moderate,PM10,06-037-4006,22
736,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-01-07,66,Moderate,PM2.5,06-059-0007,20
737,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-01-08,77,Moderate,PM2.5,06-037-1103,20
738,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-01-09,105,Unhealthy for Sensitive Groups,PM2.5,06-037-1103,20
739,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-01-10,123,Unhealthy for Sensitive Groups,PM2.5,06-037-1201,21
740,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-01-11,76,Moderate,PM2.5,06-037-1103,21
741,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-01-12,103,Unhealthy for Sensitive Groups,PM2.5,06-037-1103,21
742,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-01-13,114,Unhealthy for Sensitive Groups,PM2.5,06-037-1103,21
743,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-01-14,70,Moderate,PM2.5,06-037-4004,20
744,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-01-15,46,Good,PM2.5,06-037-4004,21
745,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-01-16,54,Moderate,PM2.5,06-059-0007,20
746,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-01-17,80,Moderate,PM2.5,06-037-4004,20
747,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-01-18,105,Unhealthy for Sensitive Groups,PM2.5,06-037-1302,21
748,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-01-19,110,Unhealthy for Sensitive Groups,PM2.5,06-037-1103,20
749,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-01-20,153,Unhealthy,PM2.5,06-037-1103,20
750,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-01-21,159,Unhealthy,PM2.5,06-037-1103,21
751,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-01-22,83,Moderate,PM2.5,06-037-4004,21
752,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-01-23,53,Moderate,PM2.5,06-037-4004,20
753,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-01-24,88,Moderate,PM2.5,06-059-2022,21
754,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-01-25,86,Moderate,NO2,06-037-5005,20
755,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-01-26,50,Good,PM2.5,06-037-1201,20
756,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-01-27,54,Moderate,PM2.5,06-059-0007,21
757,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-01-28,56,Moderate,PM2.5,06-037-4008,21
758,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-01-29,64,Moderate,PM2.5,06-037-4004,21
759,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-01-30,78,Moderate,PM2.5,06-037-1201,22
760,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-01-31,69,Moderate,PM2.5,06-037-1103,20
761,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-02-01,73,Moderate,PM2.5,06-037-4004,21
762,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-02-02,87,Moderate,PM2.5,06-037-4004,22
763,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-02-03,120,Unhealthy for Sensitive Groups,PM2.5,06-037-1103,21
764,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-02-04,156,Unhealthy,PM2.5,06-037-1103,20
765,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-02-05,149,Unhealthy for Sensitive Groups,PM2.5,06-037-1103,21
766,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-02-06,141,Unhealthy for Sensitive Groups,PM2.5,06-037-1103,20
767,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-02-07,105,Unhealthy for Sensitive Groups,PM2.5,06-059-0007,21
768,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-02-08,72,Moderate,PM2.5,06-059-0007,22
769,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-02-09,50,Good,PM2.5,06-059-0007,21
770,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-02-10,62,Moderate,PM2.5,06-059-0007,21
771,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-02-11,55,Moderate,NO2,06-037-1103,21
772,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-02-12,52,Moderate,NO2,06-059-0008,20
773,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-02-13,56,Moderate,PM2.5,06-037-4008,21
774,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-02-14,58,Moderate,Ozone,06-037-6012,21
775,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-02-15,93,Moderate,Ozone,06-037-1701,21
776,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-02-16,101,Unhealthy for Sensitive Groups,PM2.5,06-037-1103,21
777,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-02-17,110,Unhealthy for Sensitive Groups,PM2.5,06-037-1201,22
778,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-02-18,127,Unhealthy for Sensitive Groups,PM2.5,06-037-1103,21
779,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-02-19,152,Unhealthy,PM2.5,06-037-1103,21
780,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-02-20,130,Unhealthy for Sensitive Groups,PM2.5,06-037-1201,22
781,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-02-21,80,Moderate,PM2.5,06-037-1201,21
782,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-02-22,60,Moderate,PM2.5,06-037-1201,21
783,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-02-23,50,Good,PM2.5,06-037-1201,22
784,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-02-24,43,Good,Ozone,06-037-6012,21
785,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-02-25,60,Moderate,PM2.5,06-037-1201,21
786,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-02-26,71,Moderate,PM2.5,06-037-1103,22
787,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-02-27,66,Moderate,PM2.5,06-037-1201,21
788,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-02-28,42,Good,Ozone,06-037-6012,21
789,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-03-01,48,Good,PM2.5,06-037-1201,22
790,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-03-02,56,Moderate,PM2.5,06-037-1201,21
791,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-03-03,54,Moderate,PM2.5,06-037-1201,20
792,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-03-04,50,Good,PM2.5,06-037-1201,21
793,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-03-05,54,Moderate,NO2,06-037-1103,21
794,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-03-06,54,Moderate,NO2,06-037-4006,21
795,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-03-07,60,Moderate,PM2.5,06-037-4008,22
796,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-03-08,71,Moderate,Ozone,06-037-1701,21
797,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-03-09,91,Moderate,PM2.5,06-037-1103,21
798,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-03-10,115,Unhealthy for Sensitive Groups,Ozone,06-037-9033,22
799,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-03-11,93,Moderate,PM2.5,06-059-0007,21
800,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-03-12,60,Moderate,NO2,06-037-4006,21
801,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-03-13,61,Moderate,NO2,06-037-4006,22
802,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-03-14,84,Moderate,Ozone,06-037-1602,21
803,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-03-15,93,Moderate,Ozone,06-037-1602,21
804,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-03-16,100,Moderate,Ozone,06-037-0113,22
805,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-03-17,87,Moderate,Ozone,06-037-6012,21
806,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-03-18,74,Moderate,PM2.5,06-037-1201,21
807,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-03-19,125,Unhealthy for Sensitive Groups,PM2.5,06-037-4008,22
808,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-03-20,114,Unhealthy for Sensitive Groups,PM2.5,06-037-4004,21
809,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-03-21,100,Moderate,Ozone,06-037-6012,21
810,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-03-22,74,Moderate,PM2.5,06-037-1201,22
811,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-03-23,58,Moderate,PM2.5,06-037-0016,21
812,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-03-24,52,Moderate,PM2.5,06-059-0007,21
813,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-03-25,61,Moderate,Ozone,06-059-1003,22
814,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-03-26,62,Moderate,NO2,06-037-5005,21
815,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-03-27,90,Moderate,Ozone,06-037-1103,21
816,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-03-28,77,Moderate,Ozone,06-037-6012,22
817,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-03-29,80,Moderate,Ozone,06-037-0016,21
818,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-03-30,112,Unhealthy for Sensitive Groups,Ozone,06-037-6012,21
819,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-03-31,97,Moderate,Ozone,06-037-6012,22
820,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-04-01,77,Moderate,Ozone,06-037-6012,21
821,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-04-02,80,Moderate,Ozone,06-037-1701,21
822,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-04-03,80,Moderate,Ozone,06-037-4008,22
823,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-04-04,134,Unhealthy for Sensitive Groups,PM2.5,06-037-4008,21
824,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-04-05,87,Moderate,Ozone,06-037-6012,21
825,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-04-06,58,Moderate,Ozone,06-037-1701,22
826,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-04-07,48,Good,Ozone,06-059-1003,20
827,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-04-08,49,Good,Ozone,06-037-6012,20
828,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-04-09,74,Moderate,Ozone,06-037-6012,21
829,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-04-10,105,Unhealthy for Sensitive Groups,Ozone,06-037-1201,21
830,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-04-11,112,Unhealthy for Sensitive Groups,Ozone,06-037-1201,21
831,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-04-12,136,Unhealthy for Sensitive Groups,Ozone,06-037-6012,22
832,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-04-13,112,Unhealthy for Sensitive Groups,Ozone,06-037-6012,21
833,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-04-14,77,Moderate,PM2.5,06-037-1103,21
834,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-04-15,84,Moderate,Ozone,06-059-2022,22
835,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-04-16,84,Moderate,Ozone,06-037-1701,21
836,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-04-17,100,Moderate,Ozone,06-037-6012,21
837,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-04-18,129,Unhealthy for Sensitive Groups,Ozone,06-037-6012,22
838,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-04-19,150,Unhealthy for Sensitive Groups,Ozone,06-037-1701,21
839,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-04-20,119,Unhealthy for Sensitive Groups,Ozone,06-037-9033,21
840,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-04-21,61,Moderate,Ozone,06-037-1201,22
841,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-04-22,61,Moderate,Ozone,06-037-9033,21
842,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-04-23,56,Moderate,PM2.5,06-037-0016,21
843,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-04-24,51,Moderate,PM2.5,06-037-0016,22
844,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-04-25,64,Moderate,PM2.5,06-059-0007,21
845,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-04-26,77,Moderate,Ozone,06-037-1701,21
846,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-04-27,108,Unhealthy for Sensitive Groups,Ozone,06-059-2022,21
847,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-04-28,112,Unhealthy for Sensitive Groups,Ozone,06-037-6012,21
848,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-04-29,119,Unhealthy for Sensitive Groups,Ozone,06-037-9033,21
849,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-04-30,125,Unhealthy for Sensitive Groups,PM2.5,06-037-4008,22
850,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-05-01,77,Moderate,Ozone,06-037-9033,21
851,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-05-02,74,Moderate,PM2.5,06-037-1103,21
852,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-05-03,77,Moderate,Ozone,06-037-0016,22
853,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-05-04,59,Moderate,PM2.5,06-037-1201,21
854,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-05-05,69,Moderate,PM2.5,06-037-4002,21
855,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-05-06,54,Moderate,PM2.5,06-037-1201,21
856,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-05-07,55,Moderate,PM2.5,06-037-1103,20
857,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-05-08,50,Good,PM2.5,06-037-1201,21
858,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-05-09,64,Moderate,PM2.5,06-037-1103,21
859,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-05-10,97,Moderate,Ozone,06-037-1701,21
860,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-05-11,87,Moderate,Ozone,06-037-9033,21
861,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-05-12,108,Unhealthy for Sensitive Groups,Ozone,06-037-9033,21
862,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-05-13,97,Moderate,Ozone,06-037-9033,21
863,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-05-14,49,Good,Ozone,06-037-9033,21
864,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-05-15,58,Moderate,Ozone,06-059-1003,22
865,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-05-16,77,Moderate,Ozone,06-037-9033,21
866,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-05-17,93,Moderate,Ozone,06-037-9033,21
867,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-05-18,79,Moderate,PM2.5,06-037-4002,22
868,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-05-19,77,Moderate,Ozone,06-037-9033,21
869,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-05-20,71,Moderate,Ozone,06-037-9033,21
870,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-05-21,60,Moderate,PM2.5,06-037-1201,22
871,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-05-22,53,Moderate,PM2.5,06-037-1201,21
872,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-05-23,54,Moderate,Ozone,06-037-9033,21
873,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-05-24,71,Moderate,Ozone,06-037-9033,22
874,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-05-25,84,Moderate,Ozone,06-037-9033,21
875,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-05-26,93,Moderate,Ozone,06-037-9033,21
876,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-05-27,119,Unhealthy for Sensitive Groups,Ozone,06-037-9033,22
877,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-05-28,143,Unhealthy for Sensitive Groups,Ozone,06-037-9033,21
878,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-05-29,159,Unhealthy,Ozone,06-037-6012,21
879,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-05-30,172,Unhealthy,Ozone,06-037-1201,22
880,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-05-31,154,Unhealthy,Ozone,06-037-6012,21
881,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-06-01,100,Moderate,Ozone,06-037-1701,21
882,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-06-02,100,Moderate,Ozone,06-037-9033,22
883,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-06-03,67,Moderate,Ozone,06-037-9033,21
884,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-06-04,64,Moderate,PM2.5,06-037-1201,21
885,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-06-05,105,Unhealthy for Sensitive Groups,Ozone,06-037-9033,22
886,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-06-06,122,Unhealthy for Sensitive Groups,Ozone,06-037-9033,21
887,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-06-07,140,Unhealthy for Sensitive Groups,Ozone,06-037-1701,21
888,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-06-08,126,Unhealthy for Sensitive Groups,Ozone,06-037-9033,21
889,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-06-09,61,Moderate,PM2.5,06-037-1201,21
890,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-06-10,71,Moderate,Ozone,06-037-9033,21
891,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-06-11,105,Unhealthy for Sensitive Groups,Ozone,06-037-9033,21
892,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-06-12,84,Moderate,Ozone,06-037-9033,20
893,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-06-13,126,Unhealthy for Sensitive Groups,Ozone,06-037-9033,20
894,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-06-14,129,Unhealthy for Sensitive Groups,Ozone,06-037-1701,20
895,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-06-15,154,Unhealthy,Ozone,06-037-6012,20
896,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-06-16,174,Unhealthy,Ozone,06-037-9033,20
897,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-06-17,192,Unhealthy,Ozone,06-037-9033,21
898,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-06-18,174,Unhealthy,Ozone,06-037-1701,20
899,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-06-19,190,Unhealthy,Ozone,06-037-6012,20
900,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-06-20,203,Very Unhealthy,Ozone,06-037-6012,21
901,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-06-21,154,Unhealthy,Ozone,06-037-6012,20
902,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-06-22,187,Unhealthy,Ozone,06-037-9033,20
903,"Los Angeles-Long Beach-Anaheim, CA",31080,2015-06-23,177,Unhealthy,Ozone,06-037-9033,21
